filter,site,lat,lng,device,deploy_start,shutdown_mode,flow_avg_l_min,sample_vol_L,run_time_filter_hrs,run_time_hrs,gravi_pre_ug,gravi_post_ug,gravi_diff_ug,gravi_con_ugm3,error_flag
J0551,pretoria,-25.9005,28.10802,AD00103,2022-11-01T00:00:00,0,1.98,2859.84,24.004,40.97,98658.33333,98667.66667,9.333333333,3.263585842,
J0557,adama,8.985688,38.7113,AD00091,2023-06-08T00:00:00,0,1.99,2879.76,24.004,41.98,,,,,
J0560,pretoria,-25.9005,28.10801,AD00103,2022-11-03T00:00:00,0,1.97,2849.5,24.004,40.97,98332,98340,8,2.807510089,
J0561,pretoria,-25.9005,28.10801,AD00103,2022-11-05T00:00:00,0,1.96,2830.6,24.004,40.97,98771.66667,98775.66667,4,1.413127959,
J0562,pretoria,-25.9005,28.10803,AD00103,2022-11-08T00:00:00,0,1.94,2798.48,24.004,40.97,99620,99622,2,0.71467368,
J0566,adama,8.985646,38.71134,AD00091,2023-06-14T00:00:00,0,2,2879.89,24.004,41.98,99722.33333,99959,236.6666667,82.17906471,
J0569,manesar,28.54395,77.33529,AD00102,2022-09-02T00:00:00,1,1.99,2877.76,24.004,25.72,99759.33333,99916,156.6666667,54.44049075,
J0571,manesar,28.54395,77.33531,AD00102,2022-08-26T00:00:00,1,1.99,2878.61,24.004,31.43,100029.6667,100204.6667,175,60.79323007,
J0572,manesar,28.31769,76.916,AD00088,2022-10-15T00:00:00,0,1.99,2877.81,24.004,26.45,101972.6667,101989.3333,16.66666667,5.791440945,
J0573,atlanta,33.68801,-84.2905,AD00089,2022-09-20T00:00:00,0,1.87,2694.97,24.003,34.99,100465,100488.3333,23.33333333,8.658105038,
J0577,manesar,28.5439,77.33526,AD00102,2022-09-27T00:00:00,1,1.99,2840.04,23.691,23.69,98984.66667,99101,116.3333333,40.96186439,
J0578,manesar,28.31765,76.91598,AD00088,2022-09-26T04:01:00,2,2,1598.41,13.321,13.32,98915,98941,26,16.2661645,
J0579,manesar,28.54392,77.33531,AD00102,2022-09-13T00:00:00,1,1.99,2879.16,24.004,24.84,100672,100751,79,27.43855847,
J0580,manesar,28.54394,77.33531,AD00102,2022-09-29T00:00:00,2,1.98,2771.25,23.221,23.22,99899,100069.6667,170.6666667,61.5847241,
J0582,pasadena,34.19936,-118.173,AD00097,2023-02-23T00:00:00,0,1.99,2870.32,24.004,30.99,98819.66667,98825.33333,5.666666667,1.974228193,
J0584,manesar,28.54393,77.33529,AD00102,2022-09-20T00:00:00,1,1.99,2849.94,23.779,23.77,99832.66667,99914,81.33333333,28.53861251,
J0585,sonipat,28.9526,77.10385,AD00096,2022-10-21T00:00:00,2,1.98,2860.85,24.004,40.12,99279.33333,99971,691.6666667,241.7696372,
J0586,pasadena,34.19941,-118.173,AD00097,2023-03-19T00:00:00,0,1.94,2805.4,24.004,31.99,99020.66667,99027,6.333333333,2.257550914,
J0588,manesar,28.31765,76.91598,AD00088,2022-09-19T04:01:00,2,1.99,1925.38,16.05,16.05,100484.6667,100527.6667,43,22.3332537,
J0590,pretoria,-25.9005,28.10798,AD00103,2022-11-29T00:00:00,0,1.87,2695.66,24.004,40.97,100089.6667,100095.6667,6,2.22579999,
J0592,manesar,28.54396,77.33531,AD00102,2022-07-29T00:00:00,0,1.92,2773.16,24.004,24.07,101099.3333,101145.3333,46,16.58757518,
J0593,taichung,24.16222,120.6166,AD00094,2022-10-04T01:01:00,2,2,797.34,6.646,6.64,99819.66667,99838,18.33333333,22.99311879,
J0594,manesar,28.54394,77.33527,AD00102,2022-07-16T00:00:00,1,2,2855.12,23.792,23.79,99533.33333,99589.66667,56.33333333,19.73063596,
J0595,manesar,28.31767,76.916,AD00088,2022-09-29T00:00:00,1,1.99,2879.01,24.004,26.37,99792.33333,99851.33333,59,20.49315563,
J0598,manesar,28.31765,76.91597,AD00088,2022-10-13T00:00:00,1,1.99,2878.8,24.004,25.9,99218.33333,99226.33333,8,2.778935668,
J0604,pretoria,-25.9005,28.108,AD00103,2022-09-29T00:00:00,0,1.99,2878.71,24.004,40.97,99753.66667,99772.33333,18.66666667,6.484385946,
J0606,pretoria,-25.9005,28.10798,AD00103,2022-10-06T00:00:00,0,1.99,2878.83,24.004,40.99,99152.66667,99155.33333,2.666666667,0.926302236,
J0607,pretoria,-25.9116,28.13204,AD00104,2022-09-23T00:00:00,0,1.99,2878.75,24.004,40.99,100224,100363,139,48.28484585,
J0608,pretoria,-25.9005,28.10804,AD00103,2022-10-12T00:00:00,0,1.99,2878.14,24.004,40.97,99696,99720,24,8.338718756,
J0609,adama,9.033673,38.76548,AD00098,2023-07-30T00:00:00,0,1.86,2010.15,17.971,17.97,,,,,
J0612,pretoria,-25.9005,28.10804,AD00103,2022-10-17T00:00:00,0,1.99,2876.19,24.004,40.97,99043.66667,99051.66667,8,2.781457414,
J0613,pretoria,-25.9005,28.10803,AD00103,2022-12-20T00:00:00,2,1.86,2687.83,24.004,35.37,99990,100002.6667,12.66666667,4.712599631,
J0614,pretoria,-25.9005,28.10802,AD00103,2022-12-01T00:00:00,0,1.86,2692.22,24.004,40.97,100286,100306.3333,20.33333333,7.552626952,
J0616,pretoria,-25.9005,28.10799,AD00103,2022-11-24T00:00:00,0,1.9,2736.06,24.004,40.97,100668.3333,100754,85.66666667,31.31022955,
J0617,pretoria,-25.9005,28.10802,AD00103,2022-10-14T00:00:00,0,1.99,2877.15,24.004,40.97,98110,98129.33333,19.33333333,6.71961258,
J0620,adama,8.985691,38.71131,AD00098,2023-06-14T00:00:00,0,1.87,2706.08,24.004,41.98,100067.3333,100124.3333,57,21.06367883,
J0621,pretoria,-25.9005,28.108,AD00103,2022-10-19T07:01:00,0,1.99,2873.52,24.004,40.97,99753.66667,99881.66667,128,44.54466995,
J0622,noida,28.95257,77.10386,AD00096,2022-12-31T04:01:00,2,2,13.01,0.108,0.1,98810,98820.33333,10.33333333,794.260825,
J0623,atlanta,33.68799,-84.2905,AD00089,2022-07-15T00:00:00,0,1.99,2868.32,24.004,34.99,,,,,
J0628,adama,8.985649,38.71134,AD00091,2023-07-20T00:00:00,0,1.99,2879.21,24.004,41.97,,,,,
J0631,pasadena,34.19942,-118.173,AD00099,2022-09-08T00:00:00,0,1.86,2687.22,24.003,31.98,100504.6667,100522,17.33333333,6.450284433,
J0632,pasadena,34.19942,-118.173,AD00099,2022-08-13T00:00:00,0,1.86,2687.66,24.004,31.98,98253.33333,98354.33333,101,37.57915808,
J0634,pasadena,34.19942,-118.173,AD00099,2022-07-21T00:00:00,0,1.86,2687.02,24.003,31.98,100987.3333,100994,6.666666667,2.481063284,
J0635,pretoria,-25.9005,28.10798,AD00103,2022-12-08T00:00:00,0,1.86,2687.7,24.004,40.64,100610,100621.6667,11.66666667,4.340762238,
J0637,pasadena,34.19942,-118.173,AD00099,2022-09-15T00:00:00,0,1.86,2684.2,24.003,31.98,99226,99306.33333,80.33333333,29.92822194,
J0639,pasadena,34.1994,-118.173,AD00099,2022-09-12T00:00:00,0,1.86,2686.27,24.003,31.98,100534.3333,100599.3333,65,24.19712091,
J0640,pasadena,34.19945,-118.173,AD00099,2022-10-11T00:00:00,0,1.8,2598.92,24.002,31.98,101114,101174.6667,60.66666667,23.34302967,
J0644,pretoria,-25.9006,28.10799,AD00103,2022-12-14T00:00:00,0,1.86,2687.63,24.004,40.97,99910.66667,99920.33333,9.666666667,3.596725244,
J0646,noida,28.9526,77.10384,AD00096,2022-11-23T04:01:00,0,1.99,2397.18,19.987,19.98,99757.33333,99842.66667,85.33333333,35.59738248,
J0648,noida,28.95261,77.10385,AD00096,2022-09-02T00:00:00,0,1.95,2809.1,24.003,43.95,99984,100222.3333,238.3333333,84.84330687,
J0649,noida,28.9526,77.10384,AD00096,2023-01-05T04:01:00,0,1.94,2331.64,19.987,19.98,100276.3333,101111,834.6666667,357.9740726,
J0651,noida,28.95261,77.10388,AD00096,2022-11-11T00:00:00,0,1.93,2785.3,24.004,43.99,98977,100151.3333,1174.333333,421.6182578,
J0653,noida,28.95261,77.10385,AD00096,2022-11-16T00:00:00,0,1.96,2824.66,24.004,43.99,99668.33333,101023.3333,1355,479.703752,
J0654,pretoria,-25.9005,28.10805,AD00103,2022-12-10T00:00:00,0,1.86,2687.04,24.004,40.97,99828.66667,99837.33333,8.666666667,3.225358263,
J0656,atlanta,33.68799,-84.2903,AD00095,2022-07-27T13:01:00,2,2,1695.49,14.129,14.12,97720,97748,28,16.51439997,
J0657,pasadena,34.19942,-118.173,AD00099,2022-09-03T00:00:00,0,1.86,2687.5,24.004,31.98,99089.66667,99174.33333,84.66666667,31.50387597,
J0658,pretoria,-25.9005,28.10799,AD00103,2022-11-10T00:00:00,0,1.9,2748.61,24.004,40.97,99402.33333,99408.66667,6.333333333,2.304194969,
J0660,pretoria,-25.9116,28.13204,AD00103,2022-09-23T00:00:00,0,1.99,2879.12,24.004,40.99,98841.66667,98960.33333,118.6666667,41.21629757,
J0663,pasadena,34.19943,-118.173,AD00099,2022-09-22T00:00:00,0,1.86,2680.16,24.003,31.98,99415.33333,99441,25.66666667,9.576542694,
J0664,pasadena,34.19947,-118.173,AD00099,2022-10-15T00:00:00,0,1.79,2587.1,24.002,31.98,99846,99869.33333,23.33333333,9.019107624,
J0665,noida,28.9526,77.10387,AD00096,2022-10-14T00:00:00,0,1.99,2878.9,24.004,43.99,98868.33333,99866.33333,998,346.6601827,
J0668,pasadena,34.19944,-118.173,AD00099,2022-09-29T00:00:00,0,1.85,2674.11,24.003,31.98,99155.66667,99165,9.333333333,3.490257818,
J0669,pretoria,-25.9005,28.108,AD00103,2022-11-26T00:00:00,0,1.88,2717.58,24.004,40.97,100522.6667,100536.3333,13.66666667,5.028984121,
J0671,pasadena,34.19944,-118.173,AD00099,2022-08-20T00:00:00,0,1.85,2677.94,24.003,31.98,100845,100992,147,54.8929401,
J0672,pasadena,34.19942,-118.173,AD00099,2022-09-24T00:00:00,0,1.86,2678.73,24.003,31.98,100918.6667,100986.6667,68,25.38516386,
J0675,tainan,23.00164,120.2207,AD00101,2022-08-21T00:00:00,0,2,2881.22,24.004,46.97,,,,,
J0676,tainan,23.00165,120.2207,AD00101,2022-08-28T00:00:00,2,1.99,2879.35,24.004,24.87,,,,,
J0677,tainan,23.00163,120.2207,AD00101,2022-08-12T00:00:00,0,1.95,2817.36,24.001,46.94,,,,,
J0678,tainan,23.00217,120.2206,AD00101,2022-09-28T00:00:00,0,1.99,2878.68,24.004,46.97,,,,,
J0679,tainan,23.00217,120.2206,AD00101,2022-10-02T00:00:00,2,1.99,2878.97,24.004,27.39,,,,,
J0680,tainan,23.00215,120.2205,AD00101,2022-10-06T00:00:00,2,1.99,2879.35,24.004,29.4,,,,,
J0681,tainan,23.00221,120.2207,AD00101,2022-09-24T00:00:00,0,1.99,2879.23,24.004,46.97,,,,,
J0682,tainan,23.0016,120.2207,AD00101,2022-09-18T00:00:00,0,2,2880.08,24.004,46.97,,,,,
J0698,tainan,23.00216,120.2206,AD00101,2022-11-12T00:00:00,0,1.99,2878.91,24.004,46.97,97240,97466.33333,226.3333333,78.61771759,
J0705,tainan,23.00219,120.2207,AD00101,2022-11-20T00:00:00,0,1.99,2878.92,24.004,46.97,96471.33333,96545.33333,74,25.70408348,
J0707,taichung,24.16224,120.6165,AD00094,2022-12-08T01:01:00,2,1.98,2137.13,17.925,17.92,99569,99585.66667,16.66666667,7.798620892,
J0709,noida,28.54394,77.3353,AD00090,2023-01-07T00:00:00,0,1.56,2249.69,24.004,43.65,97102.33333,97138.33333,36,16.00220475,
J0714,noida,28.54391,77.33527,AD00102,2022-12-09T00:00:00,0,1.99,2873.91,24.004,24.09,97582.66667,97803.33333,220.6666667,76.78273386,
J0715,tainan,23.00218,120.2206,AD00101,2022-11-24T00:00:00,0,2,2880,24.004,46.97,97902,98189.33333,287.3333333,99.76851852,
J0722,tainan,23.00213,120.2206,AD00101,2022-12-08T00:00:00,0,2,2879.98,24.004,46.97,100040,100093.3333,53.33333333,18.51864712,
J0723,tainan,23.00219,120.2206,AD00101,2022-12-01T00:00:00,2,1.99,2879.41,24.004,30.71,98641,98664,23,7.98774749,
J0726,noida,28.54393,77.33528,AD00102,2022-12-23T00:00:00,0,1.56,2255.59,24.004,25.24,98583.33333,98922,338.6666667,150.1454904,
J0731,fort collins,40.59394,-105.075,AD00089,2023-03-29T15:00:00,1,1.89,106.99,0.942,0.94,,,,,
J0735,noida,28.54393,77.3353,AD00102,2022-12-16T00:00:00,0,1.98,2828.71,23.783,23.78,98175,98496.33333,321.3333333,113.5971285,
J0737,taichung,24.16226,120.6166,AD00094,2022-11-08T01:01:00,2,1.99,905.23,7.567,7.56,99145.33333,99166.66667,21.33333333,23.56675467,
J0738,noida,28.54393,77.33524,AD00090,2023-02-02T00:00:00,0,2,2880.6,24.004,43.99,98974.66667,99025.66667,51,17.70464487,
J0741,taichung,24.16219,120.6165,AD00094,2022-11-29T01:01:00,2,1.99,1137.81,9.525,9.52,99970.33333,99987.66667,17.33333333,15.23394357,
J0743,tainan,23.00214,120.2205,AD00101,2022-11-17T00:00:00,0,2,2879.83,24.004,46.97,96368.66667,96537.66667,169,58.68401954,
J0747,pretoria,-25.9005,28.10805,AD00103,2023-02-02T00:00:00,0,1.86,2687.35,24.004,40.97,98774,98779.66667,5.666666667,2.108644824,
J0748,pretoria,-25.9005,28.108,AD00103,2023-03-09T00:00:00,0,1.86,2684.33,24.002,40.99,98780.33333,98791.33333,11,4.097856821,
J0756,pretoria,-25.9005,28.108,AD00103,2023-01-19T00:00:00,1,1.86,2589.32,23.129,23.12,97005,97015.33333,10.33333333,3.990751755,
J0758,pretoria,-25.9005,28.108,AD00103,2023-01-26T00:00:00,0,1.86,2687.72,24.004,40.97,98864.66667,98894.66667,30,11.16187698,
J0759,pretoria,-25.9005,28.10802,AD00103,2023-01-31T00:00:00,0,1.86,2688.86,24.003,40.97,99736.66667,99744.66667,8,2.975238577,
J0760,manesar,28.31767,76.91599,AD00088,2022-11-11T00:00:00,1,1.79,2582.39,24.004,30.55,,,,,
J0761,pretoria,-25.9005,28.10798,AD00103,2023-02-17T00:00:00,0,1.86,2687.2,24.003,40.97,98467,98477,10,3.721345639,
J0762,pretoria,-25.9005,28.108,AD00103,2023-01-20T00:00:00,0,1.86,2686.81,24.004,40.97,98305.33333,98336.33333,31,11.537846,
J0763,pretoria,-25.9005,28.10798,AD00103,2023-02-07T00:00:00,0,1.86,2687.64,24.003,40.97,98434.66667,98444.33333,9.666666667,3.596711861,
J0764,noida,28.54393,77.33529,AD00090,2023-05-09T04:01:00,1,1.99,168.81,1.408,1.4,,,,,
J0769,noida,28.54392,77.33528,AD00090,2023-04-16T00:00:00,0,1.93,2785.73,24.004,43.65,,,,,
J0770,pretoria,-25.9005,28.10801,AD00103,2023-02-04T00:00:00,0,1.86,2687.17,24.003,40.97,97596,97599.66667,3.666666667,1.364508634,
J0772,pretoria,-25.9005,28.10797,AD00103,2023-03-20T00:00:00,0,1.86,2679.21,24.002,40.99,97380,97391.33333,11.33333333,4.230102655,
J0778,pretoria,-25.9005,28.10798,AD00103,2023-02-15T00:00:00,0,1.86,2687.26,24.004,40.97,97901.33333,97906,4.666666667,1.73658919,
J0779,pretoria,-25.9005,28.10799,AD00103,2023-02-23T00:00:00,0,1.86,2686.22,24.003,40.97,97364.66667,97370.66667,6,2.233621967,
J0780,pretoria,-25.9005,28.108,AD00103,2023-01-28T00:00:00,0,1.86,2686.54,24.003,40.97,96238,96258.33333,20.33333333,7.568595045,
J0784,pretoria,-25.9005,28.10796,AD00103,2023-03-01T00:00:00,0,1.86,2685.59,24.003,40.97,97784.66667,97809.33333,24.66666667,9.184822205,
J0785,pretoria,-25.9005,28.10798,AD00103,2023-02-21T00:00:00,0,1.86,2687.14,24.003,40.99,99840,99847.33333,7.333333333,2.729047736,
J0790,pretoria,-25.9005,28.108,AD00103,2023-03-07T00:00:00,0,1.86,2685.65,24.001,40.97,96893,96900.33333,7.333333333,2.730561813,
J0793,noida,28.54397,77.33528,AD00090,2023-02-25T00:00:00,1,1.86,2685.4,24.004,25.98,,,,,
J0794,noida,28.54397,77.33529,AD00090,2023-04-06T04:21:00,2,1.98,12.88,0.108,0.1,,,,,
J0795,pretoria,-25.9005,28.10799,AD00103,2023-03-17T00:00:00,0,1.86,2680.51,24.002,40.99,98411.33333,98423,11.66666667,4.352405575,
J0796,tainan,23.00217,120.2206,AD00101,2022-12-25T00:00:00,0,1.99,2870.69,24.004,46.97,99235.66667,99289.66667,54,18.81080855,
J0798,pasadena,34.19944,-118.173,AD00097,2023-03-25T00:00:00,0,1.91,2754.11,24.004,31.99,,,,,
J0801,pasadena,34.1994,-118.173,AD00097,2023-02-02T00:00:00,0,2,2880.32,24.004,30.99,97937,97943.33333,6.333333333,2.19882976,
J0806,pasadena,34.19942,-118.173,AD00097,2023-03-10T00:00:00,0,1.98,2853.09,24.004,30.99,98670,98672.66667,2.666666667,0.934659147,
J0807,tainan,23.00219,120.2206,AD00101,2023-01-12T00:00:00,0,1.91,2753.84,24.004,46.97,100012,100090,78,28.32408564,
J0809,taichung,24.16224,120.6166,AD00094,2023-01-09T01:41:00,2,1.93,1955.96,16.85,16.85,101471.6667,101495,23.33333333,11.92935098,
J0815,pasadena,34.19937,-118.173,AD00097,2023-01-26T00:00:00,0,2,2880.21,24.004,30.99,99817,99830,13,4.513559775,
J0817,tainan,23.00218,120.2205,AD00101,2023-02-05T00:00:00,0,1.78,2571.81,24.004,46.97,99115,99143.33333,28.33333333,11.01688435,
J0818,pasadena,34.19936,-118.173,AD00097,2023-02-11T00:00:00,0,1.99,2877.1,24.004,30.99,101982.3333,101986.3333,4,1.390288833,
J0819,tainan,23.00214,120.2205,AD00101,2023-02-08T01:01:00,2,1.81,1987.12,18.25,18.25,99043.33333,99074.66667,31.33333333,15.76821396,
J0825,tainan,23.00222,120.2207,AD00101,2023-02-18T01:21:00,2,1.75,1584.31,15.071,15.07,100583,100639.6667,56.66666667,35.76741084,
J0832,pasadena,34.19934,-118.173,AD00097,2023-02-19T00:00:00,0,1.99,2873.36,24.004,30.99,101847.3333,101848,0.666666667,0.232016408,
J0834,tainan,23.00211,120.2206,AD00101,2022-12-29T00:00:00,0,1.99,2871.04,24.004,46.97,99697.33333,99779.33333,82,28.56107891,
J0839,tainan,23.00216,120.2206,AD00101,2023-01-01T00:00:00,0,1.99,2869.1,24.004,46.97,100473,100516.6667,43.66666667,15.21963914,
J0844,tainan,23.00215,120.2206,AD00101,2023-02-11T01:01:00,2,1.82,1611.86,14.762,14.76,100024,100042.3333,18.33333333,11.37402338,
J0848,pasadena,34.19941,-118.173,AD00097,2023-01-18T00:00:00,0,2,2880.13,24.004,30.65,100217.6667,100219.3333,1.666666667,0.578677583,
J0858,adama,8.542819,39.27578,AD00091,2024-03-29T00:00:00,0,2,2880.07,24.004,41.97,100380,100467.6667,87.66666667,30.43907498,
J0870,taichung,24.16223,120.6166,AD00094,2023-05-27T01:01:00,2,1.86,1480.5,13.221,13.22,99826.33333,99853.33333,27,18.23708207,
J0874,taichung,24.16223,120.6166,AD00094,2023-04-18T01:01:00,2,1.86,1412.04,12.617,12.61,99720.66667,99746.33333,25.66666667,18.17701104,
J0893,taichung,24.1622,120.6166,AD00094,2023-05-24T01:01:00,2,1.86,2075.42,18.538,18.53,98736,98762,26,12.52758478,
J0896,adama,8.985711,38.71133,AD00091,2023-06-23T00:00:00,0,1.99,2878.42,24.004,41.98,99016,99345.33333,329.3333333,114.414621,
J0911,pretoria,-25.9005,28.10805,AD00103,2023-06-10T00:00:00,0,1.65,2384.66,24.004,40.93,100499.3333,100509.6667,10.33333333,4.33325226,
J0912,pretoria,-25.9005,28.10805,AD00103,2023-05-04T00:00:00,0,1.69,2436.16,24.003,40.93,99385,99387,2,0.82096414,
J0914,manesar,28.31764,76.916,AD00088,2023-05-30T04:00:00,2,1.78,1166.02,10.916,10.91,,,,,
J0915,manesar,28.31765,76.91602,AD00088,2023-05-24T04:00:00,2,1.82,1181.54,10.814,10.81,,,,,
J0916,manesar,28.31763,76.91604,AD00088,2023-06-02T04:01:00,2,1.82,1429.96,13.043,13.04,,,,,
J0920,manesar,28.31765,76.91595,AD00088,2023-05-26T04:00:00,2,1.82,1453.46,13.264,13.26,,,,,
J0921,pretoria,-25.9005,28.10797,AD00103,2023-06-20T00:00:00,0,1.62,2345.73,24.003,40.98,99697.33333,99699.33333,2,0.852613046,
J0924,pretoria,-25.9005,28.108,AD00103,2023-04-25T00:00:00,0,1.69,2440.35,24.001,40.93,100392,100400.6667,8.666666667,3.551403146,
J0925,pretoria,-25.9005,28.108,AD00103,2023-06-03T00:00:00,2,1.67,2375.71,23.594,23.59,99593.33333,99618.33333,25,10.52316992,
J0929,pretoria,-25.9005,28.10805,AD00103,2023-04-22T00:00:00,0,1.7,2456.43,24.002,40.97,99253.33333,99261,7.666666667,3.121060509,
J0930,manesar,28.31761,76.91602,AD00088,2023-05-15T04:00:00,2,1.81,954.66,8.756,8.75,,,,,
J0931,pretoria,-25.9005,28.10803,AD00103,2023-06-18T00:00:00,2,1.63,2351.4,24.002,37.66,98984.33333,98990.66667,6.333333333,2.693430864,
J0933,pretoria,-25.9005,28.10802,AD00103,2023-06-22T00:00:00,2,1.62,2343.1,24.002,33.99,100819,100828.3333,9.333333333,3.983326932,
J0937,pretoria,-25.9005,28.10795,AD00103,2023-04-27T00:00:00,2,1.69,2440.77,24.003,28.33,100023,100023.3333,0.333333333,0.136568924,
J0939,pretoria,-25.9005,28.10804,AD00103,2023-06-06T00:00:00,2,1.65,2381.31,24.003,37.66,99159.66667,99165,5.333333333,2.239663603,
J0940,manesar,28.31768,76.91596,AD00088,2023-05-12T05:00:00,2,1.82,1469.42,13.448,13.44,,,,,
J0943,manesar,28.31767,76.91601,AD00088,2023-05-17T04:00:00,2,1.82,1185.17,10.845,10.84,,,,,
J0944,manesar,28.31765,76.91597,AD00088,2023-05-22T04:00:00,2,1.82,1448.52,13.235,13.23,,,,,
J0945,pretoria,-25.9005,28.108,AD00103,2023-04-17T00:00:00,0,1.71,2471.69,24.003,40.97,99894.33333,99900.66667,6.333333333,2.562349378,
J0947,pretoria,-25.9005,28.10799,AD00103,2023-06-15T00:00:00,0,1.65,2377.44,24.002,40.97,99702.66667,99739,36.33333333,15.28254481,
J0948,pretoria,-25.9005,28.10804,AD00103,2023-05-25T00:00:00,0,1.67,2413.29,24.003,40.97,100518,100522.6667,4.666666667,1.933736379,
J0950,pretoria,-25.9005,28.10799,AD00103,2023-05-02T00:00:00,0,1.69,2438.41,24,40.93,100867.6667,100878.3333,10.66666667,4.374435254,
J0954,tainan,22.99467,120.2221,AD00403,2023-11-01T00:00:00,0,1.79,2584.48,24.003,46.97,99027.66667,99080.66667,53,20.50702656,
J0956,tainan,23.00208,120.2168,AD00403,2023-10-05T00:00:00,0,1.79,2581.69,24.001,46.7,,,,,
J0957,pasadena,34.1994,-118.173,AD00402,2023-06-23T00:00:00,0,1.84,2650.52,24.002,31.72,99647.66667,99692.66667,45,16.97780058,
J0963,taichung,24.16221,120.6166,AD00094,2023-07-12T00:00:00,0,1.86,2686.94,24.003,46.97,,,,,
J0965,tainan,22.99467,120.2222,AD00403,2023-11-25T00:00:00,0,1.78,2564.08,24.003,46.97,100649.3333,100756.6667,107.3333333,41.86036837,
J0967,tainan,22.99467,120.2222,AD00403,2023-11-04T00:00:00,0,1.78,2576.31,24.003,46.97,99759,99838,79,30.66401171,
J0968,pasadena,34.19965,-118.173,AD00097,2023-04-27T00:00:00,1,1.86,2687.93,24.004,28.29,98169.33333,98178.66667,9.333333333,3.472312647,
J0972,tainan,22.99468,120.2222,AD00403,2023-10-25T00:00:00,0,1.79,2582.7,24.003,46.97,101469,101548,79,30.58814419,
J0973,taichung,24.16222,120.6166,AD00094,2023-06-06T02:01:00,0,1.83,2413.63,21.899,21.89,100614.3333,100633,18.66666667,7.733855921,
J0974,tainan,22.99464,120.2222,AD00403,2023-10-21T00:00:00,0,1.79,2588.74,24.003,46.97,100395.6667,100429.6667,34,13.13380254,
J0976,taichung,24.16218,120.6166,AD00094,2023-06-16T01:01:00,0,1.86,2570.86,22.975,22.97,,,,,
J0977,taichung,24.16222,120.6166,AD00094,2023-07-04T00:00:00,0,1.86,2686.46,24.004,26.09,98641.33333,98668.33333,27,10.0504009,
J0978,tainan,22.99465,120.2221,AD00403,2023-10-28T00:00:00,0,1.79,2583.45,24.003,46.97,98576,98720.33333,144.3333333,55.86844465,
J0982,pasadena,34.19938,-118.173,AD00097,2023-05-03T00:00:00,0,1.86,2688.1,24.004,31.99,98375.33333,98380.33333,5,1.860049849,
J0983,pasadena,34.19943,-118.173,AD00402,2023-07-01T00:00:00,0,1.87,2705.45,24.004,31.98,98289.66667,98333,43.33333333,16.017052,
J0984,pasadena,34.19945,-118.173,AD00402,2023-06-28T00:00:00,0,1.87,2704.62,24.004,31.65,98119.66667,98153.66667,34,12.57108207,
J0985,tainan,22.99467,120.2222,AD00403,2023-11-11T00:00:00,0,1.79,2578.27,24.003,34.22,97753,97799,46,17.8414208,
J0987,tainan,22.99466,120.2222,AD00403,2023-11-22T00:00:00,0,1.78,2569.5,24.003,46.97,100221.3333,100272.3333,51,19.8482195,
J0990,taichung,24.16221,120.6166,AD00094,2023-06-10T01:01:00,0,1.86,2574.06,22.975,22.97,,,,,
J0991,taichung,24.16221,120.6166,AD00094,2023-06-20T01:01:00,0,1.86,2571.38,22.974,22.97,,,,,
J0996,pasadena,34.19947,-118.173,AD00097,2023-05-06T00:00:00,0,1.86,2688.53,24.004,31.99,99289.66667,99292.33333,2.666666667,0.991867923,
J0997,tainan,22.99468,120.2222,AD00403,2023-10-15T00:00:00,0,1.78,2564.47,24.002,94.37,99395.66667,99452.66667,57,22.2268149,
J0998,taichung,24.1622,120.6166,AD00094,2023-07-15T00:00:00,0,1.86,2686.21,24.003,46.97,99170,99197,27,10.05133627,
J0999,tainan,22.99468,120.2222,AD00403,2023-10-18T00:00:00,0,1.78,2574.31,24.003,46.97,100144.3333,100271.3333,127,49.33360784,
J1000,tainan,22.99463,120.2222,AD00403,2023-11-08T00:00:00,0,1.79,2582.81,24.003,46.97,98347.66667,98421,73.33333333,28.39284862,
J1007,taichung,24.16222,120.6166,AD00094,2023-06-27T01:01:00,0,1.86,2572.22,22.975,22.97,,,,,
J1008,pretoria,-25.9005,28.10799,AD00103,2023-07-27T00:00:00,0,1.62,2337.18,24.001,40.97,99966.33333,99986,19.66666667,8.414699196,
J1009,pretoria,-25.9005,28.108,AD00103,2023-08-08T00:00:00,0,1.6,2308,24.001,40.97,100099.6667,100107.6667,8,3.466204506,
J1010,pretoria,-25.9005,28.10796,AD00103,2023-07-14T00:00:00,2,1.63,2356.66,24.001,37.99,98882.66667,98889,6.333333333,2.687419201,
J1013,atlanta,33.68799,-84.2905,AD00403,2023-06-24T00:00:00,0,1.94,2806.67,24.004,34.99,98149.33333,98174,24.66666667,8.788588137,
J1014,atlanta,33.68797,-84.2904,AD00403,2023-07-01T00:00:00,0,1.94,2807.48,24.004,34.99,100482.3333,100541.3333,59,21.01528773,
J1015,pretoria,-25.9005,28.10801,AD00103,2023-09-05T00:00:00,2,1.62,2338.54,24.002,29.78,100261,100266,5,2.138086156,
J1018,pretoria,-25.9005,28.108,AD00103,2023-08-19T00:00:00,0,1.58,2283.49,24.004,40.97,100395.6667,100404.3333,8.666666667,3.795360026,
J1024,atlanta,33.688,-84.2904,AD00403,2023-07-08T00:00:00,0,1.94,2805.44,24.004,34.96,100602.6667,100627.6667,25,8.911258127,
