"location","device","filter","day","elapsed_time","n_readings","daily_mean_pm","daily_95_pm","daily_mean_rh","daily_mean_t"
"Delhi, India","AD00096","J0066",2021-03-02,23,60,4.7,12.5,26.9,9.4
"Pretoria, South Africa","AD00103","J0057",2021-03-02,23.7,55,3.5,11.3,27.9,8.2
"Tainan, Taiwan","AD00101","J0059",2021-03-02,23,42,3,10.3,31.8,7.6
"AASTU, Ethiopia","AD00093","J0056",2021-03-01,10,30,1.6,5.7,10.8,18.9
"AASTU, Ethiopia","AD00098","J0064",2021-03-01,22.3,67,5.8,12.8,23.1,11.7
"Amity University Noida, India","AD00090","J0060",2021-03-01,20.7,30,0.5,1.9,8.3,29
"Delhi, India","AD00096","J0066",2021-03-01,22,62,7.1,15.2,25.2,9.5
"Pretoria, South Africa","AD00103","J0057",2021-03-01,22.3,56,5.5,13.1,30.4,7.3
"Tainan, Taiwan","AD00101","J0059",2021-03-01,23.7,66,3.4,7.8,32.5,6.6
"AASTU, Ethiopia","AD00093","J0056",2021-02-26,1.7,6,10.9,18.2,43.3,-2
"AASTU, Ethiopia","AD00098","J0064",2021-02-26,1.3,5,11.1,19.1,35.2,-1.1
"Amity University Noida, India","AD00090","J0060",2021-02-26,1.7,5,10.8,20.1,44.8,-1.5
"Delhi, India","AD00096","J0066",2021-02-26,2,7,14.2,20.6,34.2,-2.6
"Tainan, Taiwan","AD00101","J0005",2021-02-26,0.7,3,7.6,9.4,45.2,5.3
"AASTU, Ethiopia","AD00093","J0056",2021-02-25,18.3,46,3.2,16.1,42.8,3
"AASTU, Ethiopia","AD00093","J0056",2021-02-25,23.3,67,16.6,31.2,42.1,0.8
"AASTU, Ethiopia","AD00098","J0064",2021-02-25,23.7,72,17.3,33.9,32.5,1.2
"Amity University Noida, India","AD00090","J0060",2021-02-25,23.7,63,19.7,35,39.3,0.7
"Delhi, India","AD00096","J0066",2021-02-25,7,21,1.5,2.9,28.8,5.7
"Delhi, India","AD00096","J0066",2021-02-25,23.7,67,19.9,36.1,30.8,1.2
"Pretoria, South Africa","AD00103","J0057",2021-02-25,11,26,1.4,2,47.4,3.3
"Pretoria, South Africa","AD00103","J0057",2021-02-25,20.3,55,14.3,24.1,48.2,1.3
"Tainan, Taiwan","AD00101","J0005",2021-02-25,23.3,49,2.1,5.3,44.5,5.2
"AASTU, Ethiopia","AD00098","J0064",2021-02-24,24,71,2,4.9,30.2,3.9
"Amity University Noida, India","AD00090","J0060",2021-02-24,23.6,61,3,7.9,39.9,4
"AASTU, Ethiopia","AD00093","J0056",2021-02-23,20.7,41,1.4,4.7,26,9.6
"AASTU, Ethiopia","AD00098","J0064",2021-02-23,22.4,52,1.6,6.2,24.4,11.1
"Amity University Noida, India","AD00090","J0060",2021-02-23,22.4,56,3.5,16.2,25.5,10.8
"Delhi, India","AD00096","J0066",2021-02-23,20.3,52,1.6,6.7,23.2,11.2
"Pretoria, South Africa","AD00103","J0057",2021-02-23,20.7,46,2.1,6.4,29.3,8.2
"AASTU, Ethiopia","AD00098","J0064",2021-01-15,20,38,0.6,1.2,16.8,18.5
"AASTU, Ethiopia","AD00098","J0064",2021-01-14,23,7,0.3,0.7,18.1,10.3
"AASTU, Ethiopia","AD00098","J0064",2021-01-13,22,16,7.3,14.7,8,32.9
"AASTU, Ethiopia","AD00098","J0064",2021-01-09,4,13,10.6,13.1,32.7,4.2
"AASTU, Ethiopia","AD00098","J0064",2021-01-08,23.6,73,5.9,14.2,28.3,5
"AASTU, Ethiopia","AD00098","J0064",2021-01-07,23.7,71,10.3,21.6,32.1,2.9
"AASTU, Ethiopia","AD00098","J0064",2021-01-06,1.6,6,0.9,2.4,35.3,3.1
"AASTU, Ethiopia","AD00098","J0064",2021-01-06,23.7,72,10.4,24.9,30.9,2.3
"AASTU, Ethiopia","AD00098","D0444",2021-01-03,23.7,58,3.8,8.6,30.8,7.3
"AASTU, Ethiopia","AD00098","D0444",2021-01-02,23.6,68,7.7,15.5,40.8,2.4
"AASTU, Ethiopia","AD00098","D0444",2021-01-01,23.7,72,10,30.9,37.1,7.2
"AASTU, Ethiopia","AD00098","D0444",2020-12-31,23.7,72,8.4,15.9,33.7,3.5
"AASTU, Ethiopia","AD00098","J0064",2020-12-26,21.7,37,3.1,6.6,20.6,13.8
"Pretoria, South Africa","AD00104","J0083",2020-12-26,23.6,72,3.2,11.6,26.8,5.3
"AASTU, Ethiopia","AD00098","J0064",2020-12-25,14.3,35,6.3,17.2,24.4,0.3
"AASTU, Ethiopia","AD00098","J0064",2020-12-25,23.7,69,4.8,14.9,22.9,6.2
"Pretoria, South Africa","AD00104","J0083",2020-12-25,23.3,71,2.8,9.5,37.8,5.8
"AASTU, Ethiopia","AD00098","J0064",2020-12-24,15.9,27,1.2,2.1,22.6,2.1
"Pretoria, South Africa","AD00104","J0083",2020-12-24,23.7,72,8,14,48.3,18.3
"Pretoria, South Africa","AD00104","J0083",2020-12-23,23.7,71,11.1,21.3,41.7,10.9
"Pretoria, South Africa","AD00104","J0083",2020-12-22,24,70,7.3,13.1,42.6,14
"Delhi, India","AD00096","J0066",2020-11-21,16.6,8,0.2,0.5,9.7,30.5
"Amity University Noida, India","AD00090","J0060",2020-11-20,9.3,29,10.1,20.7,12.5,30.5
"Delhi, India","AD00096","J0066",2020-11-20,1,4,31.4,44.6,15,27.6
"Delhi, India","AD00096","J0066",2020-11-20,19,53,4.7,12,11.2,30.3
"Pretoria, South Africa","AD00103","J0057",2020-11-20,0.3,2,1.4,1.4,20.9,15.9
"Tainan, Taiwan","AD00101","J0005",2020-11-20,0,1,21.1,21.1,16.7,26.8
"AASTU, Ethiopia","AD00093","J0056",2020-11-19,21,61,7.7,34.4,11.5,31.3
"AASTU, Ethiopia","AD00098","J0064",2020-11-19,22.7,68,8.2,28.7,9.8,34.9
"Amity University Noida, India","AD00090","J0060",2020-11-19,22.3,59,9.2,32.5,13.1,30.7
"Pretoria, South Africa","AD00104","J0059",2020-11-19,8,25,19.6,30.3,12.4,31.4
"AASTU, Ethiopia","AD00098","J0064",2020-11-18,21,67,4.4,19.3,9.8,33.8
"Amity University Noida, India","AD00090","J0060",2020-11-18,20.3,62,5.9,23,10.8,32.3
"Pretoria, South Africa","AD00103","J0057",2020-11-18,4.3,6,16.8,25.3,11,31.7
"Pretoria, South Africa","AD00104","J0059",2020-11-18,21.3,64,4.5,20.8,12.2,30.1
"Delhi, India","AD00096","J0066",2020-11-11,8,16,0.1,0.3,9.2,30.2
"Delhi, India","AD00096","J0066",2020-11-11,1.3,3,0.2,0.3,4.6,36.3
"Delhi, India","AD00096","J0066",2020-11-10,7,5,3.1,7.3,19.5,23.2
"Pretoria, South Africa","AD00103","J0057",2020-11-10,0,1,2.6,2.6,30.5,11.6
"AASTU, Ethiopia","AD00093","J0056",2020-10-22,6.3,20,6.6,10.1,29.7,14.2
"Amity University Noida, India","AD00090","J0060",2020-10-22,6.7,21,7.2,12.3,29.5,14.8
"Delhi, India","AD00096","J0066",2020-10-22,21,30,5.2,12.1,25.4,17.3
"Pretoria, South Africa","AD00103","J0057",2020-10-22,15.7,23,6,10.5,28.5,15.1
"Pretoria, South Africa","AD00104","J0059",2020-10-22,6.3,20,6.7,10.8,32.4,13.4
"AASTU, Ethiopia","AD00093","J0056",2020-10-21,23.7,72,12.7,25.4,30.3,17.4
"AASTU, Ethiopia","AD00098","J0064",2020-10-21,22.3,68,12.7,26.7,27.6,19.6
"Amity University Noida, India","AD00090","J0060",2020-10-21,23.7,72,15.4,31.8,30.8,17.4
"Delhi, India","AD00096","J0066",2020-10-21,23.7,72,14.8,30.7,32.3,16
"Pretoria, South Africa","AD00103","J0057",2020-10-21,23.7,72,14.3,30.4,31.6,16.6
"Pretoria, South Africa","AD00104","J0059",2020-10-21,23.7,72,13.2,27.6,33.9,16
"AASTU, Ethiopia","AD00093","J0056",2020-10-20,23.7,70,3.7,13.1,30,17.3
"AASTU, Ethiopia","AD00098","J0064",2020-10-20,24,73,3.4,13.6,27.7,19.3
"Amity University Noida, India","AD00090","J0060",2020-10-20,23.7,72,4.7,17.5,30.5,17.5
"Delhi, India","AD00096","J0066",2020-10-20,23.7,73,4.8,15.8,31.9,16.2
"Pretoria, South Africa","AD00103","J0057",2020-10-20,23.7,72,3.7,14.5,31.6,16.4
"Pretoria, South Africa","AD00104","J0059",2020-10-20,24,73,4,14.8,33.7,16.1
"AASTU, Ethiopia","AD00093","J0002",2020-10-18,7,22,5,7.6,33.7,14.2
"Amity University Noida, India","AD00090","J0052",2020-10-18,6.3,20,5.8,8.6,33.9,14.4
"Delhi, India","AD00096","J0054",2020-10-18,15.3,47,13.9,31,41.1,10.4
"Pretoria, South Africa","AD00103","J0010",2020-10-18,11.7,36,9.3,18.6,39.7,11.1
"Pretoria, South Africa","AD00104","J0053",2020-10-18,17,52,13.3,24.5,46.2,9
"AASTU, Ethiopia","AD00093","J0002",2020-10-17,23.7,61,8.1,35.6,27.1,19.5
"AASTU, Ethiopia","AD00098","J0019",2020-10-17,22,55,11.2,55.3,25.5,21.7
"Amity University Noida, India","AD00090","J0052",2020-10-17,23.7,67,9.6,40.4,28.7,19.1
"Delhi, India","AD00096","J0054",2020-10-17,23.7,71,8,37.4,28.9,18.3
"Pretoria, South Africa","AD00103","J0010",2020-10-17,23.7,65,8.2,38,29.2,18.4
"Pretoria, South Africa","AD00104","J0053",2020-10-17,23.7,71,7.3,35.2,32.4,17.4
"AASTU, Ethiopia","AD00093","J0002",2020-10-16,23.7,72,35.6,101.4,12.2,24.6
"AASTU, Ethiopia","AD00098","J0019",2020-10-16,23.7,74,34.4,95.6,13.1,25.8
"Amity University Noida, India","AD00090","J0052",2020-10-16,23.7,72,40.5,111.8,13.8,24.7
"Delhi, India","AD00096","J0054",2020-10-16,23.7,72,39.2,110.5,12.8,23.9
"Pretoria, South Africa","AD00103","J0010",2020-10-16,23.7,72,36.5,99.6,13.7,23.6
"Pretoria, South Africa","AD00104","J0053",2020-10-16,23.7,72,34.3,92,14.7,23.2
"Amity University Noida, India","AD00090","J0041",2020-10-14,7.3,23,90.8,302.1,13.5,29.1
"Delhi, India","AD00096","J0037",2020-10-14,9.7,30,67.5,274.8,14.7,26.8
"Pretoria, South Africa","AD00103","J0040",2020-10-14,7,22,85.8,295,12.7,28.4
"Pretoria, South Africa","AD00104","J0035",2020-10-14,21.3,61,12,101.6,29.9,17.1
"AASTU, Ethiopia","AD00098","J0039",2020-10-13,20.7,63,41.4,284.5,16.3,25.9
"Amity University Noida, India","AD00090","J0041",2020-10-13,23.7,72,74.8,406.3,18,23.7
"Delhi, India","AD00096","J0037",2020-10-13,23.7,72,72.4,395.8,17.8,22.2
"Pretoria, South Africa","AD00103","J0040",2020-10-13,23.7,72,70.2,382,17.8,22.8
"Pretoria, South Africa","AD00104","J0035",2020-10-13,23.7,71,86.6,389.9,17.5,23.5
"AASTU, Ethiopia","AD00098","J0039",2020-10-12,23.7,72,2.6,5.5,13.8,24.7
"Amity University Noida, India","AD00090","J0041",2020-10-12,23.7,72,5,8.1,15.6,22.8
"Delhi, India","AD00096","J0037",2020-10-12,23.7,72,3.4,5.8,14.5,22.1
"Pretoria, South Africa","AD00103","J0040",2020-10-12,23.7,72,3.3,5.8,15.2,22.1
"Delhi, India","AD00096","J0029",2020-10-06,6.7,21,69.6,152.6,10.1,32.5
"Pretoria, South Africa","AD00103","J0036",2020-10-06,6.7,21,68.3,151.3,10.4,33
"Delhi, India","AD00096","J0028",2020-10-03,16.3,50,30.5,101.1,29.2,17.9
"Delhi, India","AD00096","J0028",2020-10-03,16.7,51,14.8,17.2,24.5,22.4
"Pretoria, South Africa","AD00103","J0026",2020-10-03,16.3,50,29.6,105.7,29.8,17.5
"Pretoria, South Africa","AD00103","J0026",2020-10-03,17,53,14.1,23.7,25,22
"Delhi, India","AD00096","J0028",2020-10-01,17.3,53,9.2,15.2,24.5,21.2
"Pretoria, South Africa","AD00103","J0026",2020-10-01,14,43,7.5,12.7,22.1,22.9
"Delhi, India","AD00096","J0028",2020-09-30,23.7,61,10.9,23.3,31.9,17.8
"Pretoria, South Africa","AD00103","J0026",2020-09-30,23.7,60,10.4,22.1,32,17.7
"Delhi, India","AD00096","J0028",2020-09-29,23.7,71,85.3,206.2,24.4,22.4
"Pretoria, South Africa","AD00103","J0026",2020-09-29,23.7,69,88.5,208.9,26.7,20.3
"Pretoria, South Africa","AD00104","D1788",2020-09-10,0,1,0.4,0.4,16.5,29
"AASTU, Ethiopia","AD00091","D1788",2020-09-09,3.3,3,2.7,6.8,24.1,23.5
"AASTU, Ethiopia","AD00093","D1788",2020-09-09,1.3,2,2.4,3.7,24,24.2
"AASTU, Ethiopia","AD00098","D1788",2020-09-09,21.3,10,8.6,15.8,17.9,27.4
"Amity University Noida, India","AD00090","D1788",2020-09-09,4,6,5.1,11,22.1,25.7
"Delhi, India","AD00096","D1788",2020-09-09,5,2,2.7,5,21.5,24.8
"Pretoria, South Africa","AD00103","D1788",2020-09-09,4,2,0.4,0.6,23,24.3
"Pretoria, South Africa","AD00104","D1788",2020-09-09,0,1,4,4,27.3,21.1
"Pretoria, South Africa","AD00104","D1788",2020-09-09,23.7,20,4.2,14.4,16.7,28.4
"Tainan, Taiwan","AD00101","D1788",2020-09-09,21.3,13,5.6,14.2,14.9,29.6
"Pretoria, South Africa","AD00104","D1788",2020-08-22,12.3,38,8.2,18.6,16.6,29
"Pretoria, South Africa","AD00104","D1788",2020-08-21,23.7,73,12.9,25.1,23.8,29.1
"Tainan, Taiwan","AD00101","J0020",2020-08-13,6.3,20,15.9,26.2,8.4,39.7
"AASTU, Ethiopia","AD00098","J0012",2020-08-12,22.6,69,21.4,31.1,17.1,33.3
"Amity University Noida, India","AD00090","J0008",2020-08-12,13.7,42,24.4,35.8,14.5,35.1
"Taichung, Taiwan","AD00094","J0007",2020-08-12,19,58,21.3,30,17.7,31.5
"Tainan, Taiwan","AD00101","J0020",2020-08-12,23.7,72,20.2,29.5,17.9,32.1
"AASTU, Ethiopia","AD00098","J0012",2020-08-11,2,7,9.7,12.1,27,31.4
"AASTU, Ethiopia","AD00098","J0012",2020-08-11,23.6,72,10.2,15.9,20.5,33
"Amity University Noida, India","AD00090","J0008",2020-08-11,24,73,11.9,18.5,23.5,31.2
"Delhi, India","AD00096","J0004",2020-08-11,1.3,5,9.6,11,31.1,28.6
"Pretoria, South Africa","AD00103","J0010",2020-08-11,0.7,3,14.4,18.4,19.4,33.2
"Taichung, Taiwan","AD00094","J0007",2020-08-11,23.7,72,10.4,15.6,23.9,30.2
"Tainan, Taiwan","AD00101","J0020",2020-08-11,22.6,69,9.6,15.6,21.6,31.7
"Amity University Noida, India","AD00090","J0008",2020-08-10,23.7,72,1.8,4.8,20.5,33.3
"Taichung, Taiwan","AD00094","J0007",2020-08-10,0,1,3.9,3.9,24,30
"Taichung, Taiwan","AD00094","J0007",2020-08-10,23.6,71,1.6,4.7,20.7,32.5
"Amity University Noida, India","AD00090","J0008",2020-08-06,11.4,35,3.4,4.8,19.1,34.5
"Amity University Noida, India","AD00090","J0008",2020-08-05,23.9,73,3.1,4.5,20.7,34
"Amity University Noida, India","AD00090","J0008",2020-08-04,23.3,71,1.6,2.7,20.4,34.1
"AASTU, Ethiopia","AD00098","J0012",2020-08-03,0,1,1.9,1.9,19.6,35.6
"Amity University Noida, India","AD00090","J0008",2020-08-03,1,4,5,9.1,22.7,33.5
"Amity University Noida, India","AD00090","J0008",2020-08-03,23.7,72,2.4,4.3,20.1,34.7
"AASTU, Ethiopia","AD00098","J0012",2020-08-02,23.7,72,1.6,2.4,19.3,35.4
"Delhi, India","AD00096","J0004",2020-08-02,23.7,72,2.2,4.2,22.2,32.6
"Tainan, Taiwan","AD00101","J0020",2020-08-02,22,67,1.4,2.1,19.3,34.9
"AASTU, Ethiopia","AD00098","J0012",2020-08-01,23.7,72,0.8,1.3,17.6,35.3
"Delhi, India","AD00096","J0004",2020-08-01,23.7,72,0.9,1.6,20,32.5
"Tainan, Taiwan","AD00101","J0020",2020-08-01,23.7,70,0.7,1.2,17.5,34.9
"AASTU, Ethiopia","AD00098","J0012",2020-07-31,23.6,66,0.7,1.2,16.4,35.4
"Amity University Noida, India","AD00090","J0008",2020-07-31,15.3,46,0.9,1.7,21.5,31.3
"Delhi, India","AD00096","J0004",2020-07-31,23.7,65,0.6,1.3,18.9,32.5
"Tainan, Taiwan","AD00101","J0020",2020-07-31,23.7,67,0.4,0.9,16.7,34.7
"AASTU, Ethiopia","AD00098","J0012",2020-07-30,23.6,39,0.3,0.9,19.3,35.4
"Amity University Noida, India","AD00090","J0008",2020-07-30,23.7,54,0.4,1,25.1,31.5
"Delhi, India","AD00096","J0004",2020-07-30,23.6,60,0.4,0.9,21.9,32.9
"Taichung, Taiwan","AD00094","J0007",2020-07-30,10.7,23,0.3,0.7,24.2,30.9
"Tainan, Taiwan","AD00101","J0020",2020-07-30,23.6,36,0.3,0.9,19.8,34.5
"AASTU, Ethiopia","AD00098","J0012",2020-07-29,24,71,0.5,1.2,17.6,35.3
"Amity University Noida, India","AD00090","J0008",2020-07-29,24,70,0.6,1.2,22.4,31.4
"Delhi, India","AD00096","J0004",2020-07-29,24,61,0.9,3.2,19.4,32.9
"Pretoria, South Africa","AD00103","J0010",2020-07-29,22,58,0.4,0.7,20.2,32.8
"Taichung, Taiwan","AD00094","J0007",2020-07-29,23.6,60,0.4,0.7,22.1,30.7
"Tainan, Taiwan","AD00101","J0020",2020-07-29,24,59,0.5,2.1,18.2,34.3
"AASTU, Ethiopia","AD00091","J0545",NA,NA,423,7.3,26,23.7,42.8
"Pretoria, South Africa","AD00103","J0748",NA,NA,301,18.3,53.7,18.4,40.6
